ID,LOCATION_ID,NAME,DESIGN_ELEMENT_ID
2fc24a49-083e-45cc-ab99-00c242205a72,2cbfd077-d795-48fa-9790-0762d60f1e8e,A-15a,
d4ebff18-5726-4ba8-8ddc-82323d7b3b8d,2cbfd077-d795-48fa-9790-0762d60f1e8e,S-05b,
a42b100a-672c-4bcd-ba5f-b4e0170bf0e8,2cbfd077-d795-48fa-9790-0762d60f1e8e,A-06b,
c2162a48-34c4-4704-b6e3-4400caa3347b,2cbfd077-d795-48fa-9790-0762d60f1e8e,A-06a,
da754c0a-11a3-43dd-93f4-8e242e27d5b5,2cbfd077-d795-48fa-9790-0762d60f1e8e,A-16a,
1772d290-a9e1-4c97-9fe3-49e5d406e3bb,2cbfd077-d795-48fa-9790-0762d60f1e8e,A-16b,
134c540e-ffb4-475c-a4e5-36b78790ab1d,2cbfd077-d795-48fa-9790-0762d60f1e8e,A-16c,
1e955eb0-c4f2-4080-a553-0fbbde20d91b,2cbfd077-d795-48fa-9790-0762d60f1e8e,A-16d,
045ec859-e428-4db6-871c-d62e942ea722,2cbfd077-d795-48fa-9790-0762d60f1e8e,A-06c,
